,M024x,M024y,M024z,M025x,M025y,M025z,M026x,M026y,M026z,M027x,M027y,M027z,M028x,M028y,M028z,M029x,M029y,M029z,M030x,M030y,M030z,Time
3.45833,129.656,-124.228,1104.85,134.14,-105.621,943.581,105.605,-92.2499,439.618,101.592,-197.644,24.5926,75.7398,-208.56,-8.40652,144.021,-52.0835,-23.9407,94.1645,40.5291,-22.9552,2.03333
3.46667,129.767,-123.786,1105.01,134.535,-104.813,943.598,105.743,-91.7579,439.663,101.592,-197.426,24.5345,75.6649,-208.505,-8.44049,143.986,-52.0846,-23.8371,94.201,40.6375,-22.8621,2.04167
3.475,129.958,-123.273,1105.08,134.571,-104.189,943.59,105.565,-91.5185,439.515,101.611,-197.485,24.5597,75.7072,-208.511,-8.37427,143.979,-52.0843,-23.9119,94.2289,40.5697,-22.9785,2.05
3.48333,130.169,-122.772,1105.17,134.62,-103.567,943.558,105.415,-91.1296,439.521,101.626,-197.474,24.5604,75.6603,-208.55,-8.48973,143.938,-52.0895,-23.8228,94.2009,40.7109,-22.8769,2.05833
3.49167,130.365,-122.258,1105.31,134.907,-102.822,943.518,106.287,-90.3202,439.575,101.605,-197.392,24.5949,75.6541,-208.462,-8.47143,143.998,-52.0734,-23.8971,94.2177,40.6461,-23.0021,2.06667
3.5,130.558,-121.756,1105.41,134.965,-102.256,943.487,105.704,-90.2142,439.238,101.711,-197.465,24.6793,75.6906,-208.584,-8.34721,143.966,-52.0474,-23.9424,94.2539,40.7163,-23.0076,2.075
3.50833,130.726,-121.236,1105.53,135.165,-101.542,943.523,106.111,-89.7314,439.381,101.549,-197.259,24.6124,75.6815,-208.441,-8.34244,143.911,-52.0326,-23.9546,94.295,40.7209,-23.0347,2.08333
3.51667,130.979,-120.75,1105.64,135.313,-100.911,943.5,105.717,-89.6212,439.159,101.5,-197.201,24.5386,75.6458,-208.431,-8.3161,143.852,-52.012,-23.8397,94.377,40.7729,-22.885,2.09167
3.525,131.139,-120.326,1105.71,135.507,-100.104,943.529,105.766,-89.2821,439.091,101.54,-197.136,24.5216,75.6963,-208.401,-8.32766,143.882,-52.0352,-23.9082,94.3139,40.7609,-23.0563,2.1
3.53333,131.258,-119.871,1105.77,135.57,-99.4939,943.54,106.485,-88.5921,439.286,101.563,-197.034,24.5519,75.7103,-208.449,-8.37249,143.891,-51.9891,-23.8143,94.3442,40.8507,-22.9132,2.10833
3.54167,131.425,-119.56,1105.9,135.718,-98.8667,943.517,106.608,-88.231,439.236,101.574,-196.979,24.5254,75.7188,-208.373,-8.31771,143.912,-52.0097,-23.9361,94.4217,40.7962,-22.9968,2.11667
3.55,131.656,-119.165,1106.02,135.811,-98.1902,943.565,106.618,-87.9611,439.17,101.587,-196.897,24.5123,75.7283,-208.371,-8.39835,143.842,-51.9896,-23.8702,94.4635,40.867,-22.9292,2.125
3.55833,131.81,-118.82,1106.13,136.031,-97.4292,943.564,106.7,-87.6194,439.161,101.457,-196.895,24.4371,75.7174,-208.351,-8.37839,143.851,-51.9462,-23.9774,94.4585,40.7529,-23.0858,2.13333
3.56667,131.975,-118.438,1106.22,136.045,-96.7985,943.569,106.67,-87.3796,439.027,101.596,-196.777,24.4784,75.752,-208.354,-8.3679,143.824,-51.9832,-23.9677,94.5097,40.8543,-23.0716,2.14167
3.575,132.113,-118.066,1106.35,136.221,-96.0941,943.633,106.848,-87.1321,438.998,101.626,-196.719,24.5045,75.7609,-208.352,-8.29685,143.808,-52.0232,-23.9404,94.5425,40.9415,-23.1172,2.15
3.58333,132.264,-117.668,1106.46,136.205,-95.5473,943.677,106.988,-86.8937,438.876,101.673,-196.653,24.4291,75.6055,-208.344,-8.45468,143.79,-51.9337,-23.842,94.5554,40.9679,-22.9226,2.15833
3.59167,132.488,-117.233,1106.56,136.377,-94.821,943.711,107.124,-86.6677,438.84,101.671,-196.572,24.4349,76.0011,-208.226,-8.2339,143.839,-51.9582,-23.9615,94.5878,40.8108,-23.0118,2.16667
3.6,132.539,-116.919,1106.63,136.672,-94.1131,943.681,107.158,-86.5391,438.853,101.709,-196.544,24.4463,75.8503,-208.377,-8.39895,143.844,-51.9488,-23.9139,94.6022,40.8719,-22.9222,2.175
3.60833,132.659,-116.524,1106.71,136.531,-93.5694,943.678,107.391,-86.2507,438.72,101.772,-196.388,24.2947,75.8448,-208.353,-8.30018,143.847,-51.9783,-23.9995,94.6546,40.6824,-22.9934,2.18333
3.61667,132.841,-116.118,1106.82,136.747,-92.9597,943.758,107.385,-86.1204,438.67,101.851,-196.447,24.3399,75.8917,-208.393,-8.35234,143.791,-51.9662,-23.9072,94.6541,40.8177,-22.9499,2.19167
3.625,132.935,-115.769,1106.91,136.972,-92.2565,943.789,107.589,-85.7965,438.68,101.89,-196.449,24.3708,75.8792,-208.442,-8.421,143.853,-51.952,-23.9849,94.6387,40.7571,-23.0346,2.2
3.63333,133.072,-115.365,1107.01,137.055,-91.75,943.768,107.693,-85.4685,438.575,101.87,-196.399,24.3208,75.8753,-208.332,-8.38381,143.863,-51.9198,-23.947,94.6519,40.7604,-22.9993,2.20833
3.64167,133.173,-115.008,1107.13,137.187,-91.1807,943.779,107.736,-85.2063,438.577,102.014,-196.485,24.473,75.8997,-208.375,-8.28981,143.792,-51.959,-23.9935,94.6509,40.7945,-22.9962,2.21667
3.65,133.322,-114.616,1107.25,137.213,-90.7214,943.752,107.947,-84.7853,438.477,101.83,-196.316,24.3309,75.9161,-208.362,-8.36539,143.765,-51.9203,-23.9398,94.686,40.9,-22.8953,2.225
3.65833,133.497,-114.228,1107.37,137.418,-90.2094,943.749,107.875,-84.5416,438.382,101.801,-196.275,24.3114,75.8546,-208.277,-8.25065,143.765,-51.9475,-24.0175,94.7601,40.7291,-22.9653,2.23333
3.66667,133.626,-113.917,1107.45,137.688,-89.5892,943.811,108.03,-84.1315,438.441,101.809,-196.239,24.3525,75.9443,-208.31,-8.35585,143.753,-51.9142,-23.9019,94.642,40.821,-22.9689,2.24167
3.675,133.686,-113.561,1107.51,137.649,-89.2715,943.733,107.831,-83.8714,438.204,101.803,-196.217,24.3019,75.9425,-208.309,-8.30334,143.755,-51.9448,-23.9789,94.657,40.8272,-22.9999,2.25
3.68333,133.904,-113.238,1107.63,137.833,-88.8607,943.714,108.043,-83.3929,438.218,101.829,-196.196,24.2995,75.9743,-208.343,-8.32355,143.707,-51.8382,-23.9091,94.656,40.9409,-22.9242,2.25833
3.69167,133.984,-112.986,1107.75,138.043,-88.4472,943.689,108.228,-82.954,438.313,101.825,-196.173,24.353,75.966,-208.358,-8.33416,143.737,-51.8671,-23.9623,94.6503,40.8695,-23.0322,2.26667
3.7,134.177,-112.685,1107.82,138.234,-87.9992,943.687,108.214,-82.5699,438.081,101.647,-196.223,24.2222,75.9279,-208.28,-8.36378,143.781,-51.852,-23.9953,94.6504,40.877,-23.0525,2.275
3.70833,134.215,-112.492,1107.86,138.231,-87.8608,943.604,108.338,-82.1968,438.201,101.794,-196.107,24.3587,75.9296,-208.27,-8.24964,143.727,-51.87,-23.9978,94.6592,40.9618,-23.0337,2.28333
3.71667,134.345,-112.335,1107.92,138.338,-87.5327,943.605,108.192,-81.9071,437.961,101.755,-196.076,24.3382,75.9335,-208.273,-8.30507,143.631,-51.8326,-23.8953,94.6882,41.0973,-23.0385,2.29167
3.725,134.537,-112.107,1107.97,138.565,-87.1129,943.656,108.168,-81.6522,437.893,101.801,-196.037,24.3022,75.8104,-208.221,-8.31973,143.685,-51.85,-23.9152,94.6349,40.9595,-23.0935,2.3
3.73333,134.662,-111.987,1108.03,138.909,-86.5182,943.682,108.374,-81.2337,438.081,101.785,-195.957,24.3492,76.117,-208.067,-8.20732,143.615,-51.7946,-23.8742,94.617,41.0297,-22.9513,2.30833
3.74167,134.724,-111.9,1108.01,138.756,-86.5828,943.563,108.156,-81.0847,437.877,101.761,-195.972,24.2897,75.9548,-208.259,-8.28361,143.63,-51.8355,-23.9559,94.6496,40.9655,-23.0538,2.31667
3.75,134.918,-111.787,1108,138.978,-86.1889,943.523,108.229,-80.7684,437.8,101.769,-195.82,24.2022,75.8805,-208.198,-8.3043,143.602,-51.8177,-23.8866,94.6514,41.078,-23.0072,2.325
3.75833,134.944,-111.736,1108.04,139.01,-86.0112,943.496,108.375,-80.5453,437.851,101.779,-195.91,24.3402,75.8893,-208.211,-8.29399,143.63,-51.8655,-23.9367,94.6298,41.0147,-23.101,2.33333
3.76667,135.091,-111.681,1107.99,139.019,-85.8596,943.5,108.281,-80.3367,437.706,101.784,-195.927,24.2682,75.8753,-208.286,-8.34393,143.597,-51.8761,-23.9278,94.6464,41.0421,-23.1296,2.34167
3.775,135.21,-111.524,1108.07,139.203,-85.5967,943.507,108.391,-80.1761,437.778,101.74,-195.902,24.3275,75.8543,-208.212,-8.23253,143.609,-51.8526,-23.8957,94.6278,41.0168,-23.1074,2.35
3.78333,135.307,-111.531,1108.12,139.197,-85.3806,943.472,108.446,-79.9913,437.669,101.924,-196.065,24.4051,75.8652,-208.203,-8.34048,143.581,-51.8079,-23.8274,94.6496,41.0971,-22.9936,2.35833
3.79167,135.462,-111.35,1108.09,139.241,-85.2755,943.494,108.425,-79.8579,437.645,101.711,-195.936,24.3099,75.8658,-208.223,-8.26466,143.551,-51.8743,-23.892,94.6549,40.9957,-23.0845,2.36667
3.8,135.514,-111.256,1108.14,139.374,-85.0167,943.481,108.401,-79.7338,437.696,101.657,-195.88,24.3272,75.816,-208.191,-8.27616,143.536,-51.8224,-23.8295,94.7705,41.0377,-22.9192,2.375
3.80833,135.647,-111.195,1108.18,139.263,-84.9599,943.463,108.444,-79.6079,437.589,101.685,-195.886,24.2841,75.8539,-208.203,-8.2407,143.582,-51.8937,-23.9287,94.5423,40.9201,-23.1661,2.38333
3.81667,135.737,-111.061,1108.19,139.329,-84.7731,943.47,108.443,-79.4541,437.526,101.703,-195.903,24.2548,75.8489,-208.21,-8.30388,143.536,-51.8393,-23.8499,94.6352,41.0754,-23.0335,2.39167
3.825,135.823,-110.981,1108.22,139.466,-84.6474,943.467,108.421,-79.4323,437.583,101.687,-195.882,24.2961,75.8409,-208.165,-8.34513,143.548,-51.8612,-23.9206,94.6379,41.0232,-23.0801,2.4
3.83333,135.883,-110.938,1108.26,139.413,-84.6021,943.422,108.348,-79.3962,437.508,101.697,-195.88,24.2496,75.8598,-208.221,-8.30793,143.487,-51.8395,-23.8662,94.6498,41.0457,-23.075,2.40833
3.84167,135.973,-110.937,1108.24,139.42,-84.7583,943.345,108.633,-79.1833,437.595,101.554,-195.912,24.2375,75.8588,-208.198,-8.29476,143.486,-51.8637,-23.852,94.6117,40.9524,-23.0873,2.41667
3.85,136.054,-110.86,1108.24,139.527,-84.4103,943.481,108.439,-79.2008,437.503,101.702,-195.856,24.2536,75.8481,-208.224,-8.34322,143.503,-51.8674,-23.7929,94.6622,41.0145,-22.9937,2.425
3.85833,136.117,-110.894,1108.23,139.691,-84.0271,943.42,108.505,-79.2069,437.519,101.641,-195.865,24.2787,75.8324,-208.194,-8.26609,143.478,-51.9065,-23.875,94.6834,41.0581,-23.1304,2.43333
3.86667,136.157,-110.904,1108.2,139.715,-84.2082,943.466,108.655,-79.0643,437.53,101.683,-195.845,24.2808,75.7046,-208.206,-8.41683,143.465,-51.9059,-23.8187,94.6547,41.0154,-23.0027,2.44167
3.875,136.204,-110.916,1108.22,139.383,-84.5585,943.456,108.618,-79.0352,437.497,101.677,-195.821,24.2391,76.0691,-208.016,-8.18348,143.467,-51.9412,-23.8591,94.6385,40.9448,-23.0666,2.45
3.88333,136.205,-110.975,1108.19,139.799,-84.1727,943.416,108.667,-79.0237,437.427,101.685,-195.869,24.2029,75.8212,-208.205,-8.39722,143.459,-51.921,-23.7688,94.6691,40.9657,-22.9704,2.45833
3.89167,136.263,-110.978,1108.19,140.2,-83.846,943.464,108.844,-78.9422,437.522,101.672,-195.726,24.17,75.775,-208.186,-8.39633,143.467,-51.9932,-23.851,94.6602,40.8841,-23.0039,2.46667
3.9,136.256,-111.056,1108.18,139.695,-84.3331,943.381,108.791,-78.8886,437.446,101.695,-195.829,24.2074,75.7833,-208.177,-8.4033,143.458,-51.9872,-23.8498,94.625,40.921,-23.0602,2.475
3.90833,136.268,-111.152,1108.18,139.89,-84.2098,943.41,108.929,-78.7616,437.529,101.703,-195.856,24.2348,75.8003,-208.32,-8.37606,143.472,-51.9564,-23.8397,94.6439,40.9065,-23.0566,2.48333
3.91667,136.301,-111.234,1108.18,139.93,-84.2512,943.435,108.791,-78.7471,437.403,101.706,-195.849,24.2121,75.792,-208.215,-8.37511,143.487,-51.9458,-23.7506,94.6551,40.9918,-22.99,2.49167
3.925,136.297,-111.48,1108.16,139.97,-84.35,943.448,108.887,-78.6845,437.424,101.844,-195.971,24.3337,75.768,-208.246,-8.2919,143.435,-52.0172,-23.8407,94.6628,40.9114,-23.0716,2.5
3.93333,136.32,-111.568,1108.15,140.093,-84.4321,943.471,109.111,-78.524,437.522,101.644,-195.804,24.2467,75.7822,-208.195,-8.39877,143.463,-51.9793,-23.7775,94.6961,40.9774,-22.9585,2.50833
3.94167,136.357,-111.78,1108.09,140.103,-84.4938,943.456,108.907,-78.5899,437.412,101.619,-195.829,24.2038,75.7552,-208.185,-8.32182,143.438,-52.0112,-23.8395,94.7597,40.8927,-22.9824,2.51667
3.95,136.35,-111.848,1108.13,140.19,-84.5452,943.476,108.914,-78.5649,437.4,101.61,-195.789,24.2067,75.7737,-208.217,-8.3946,143.474,-51.9543,-23.783,94.592,40.9545,-22.9819,2.525
3.95833,136.37,-111.906,1108.07,140.309,-84.5494,943.463,109.017,-78.4556,437.442,101.613,-195.765,24.2543,75.7618,-208.206,-8.37374,143.471,-51.9988,-23.8351,94.6253,40.952,-23.0678,2.53333
3.96667,136.372,-112.108,1108.09,140.245,-84.753,943.437,108.732,-78.5294,437.3,101.609,-195.783,24.2157,75.7927,-208.202,-8.36944,143.46,-51.9527,-23.8477,94.6451,40.9251,-23.1168,2.54167
3.975,136.334,-112.202,1108.13,140.373,-84.7181,943.466,109.009,-78.398,437.426,101.601,-195.777,24.2663,75.7488,-208.168,-8.31395,143.445,-51.9431,-23.8143,94.6409,40.9249,-23.0871,2.55
3.98333,136.378,-112.278,1108.09,140.141,-85.2467,943.329,108.835,-78.5987,437.321,101.407,-195.878,24.0945,75.7167,-208.18,-8.37713,143.443,-51.958,-23.7443,94.6806,41.042,-22.9514,2.55833
3.99167,136.378,-112.295,1108.1,140.401,-84.7495,943.47,108.789,-78.637,437.357,101.571,-195.801,24.2061,75.7581,-208.19,-8.33046,143.432,-51.9707,-23.8051,94.6733,41.0227,-23.0259,2.56667
4,136.347,-112.36,1108.09,140.768,-84.1888,943.355,109.282,-78.409,437.508,101.519,-195.81,24.3244,75.6926,-208.16,-8.39758,143.477,-51.9695,-23.7476,94.7076,41.1286,-23.0176,2.575
4.00833,136.373,-112.302,1108.11,140.37,-84.8413,943.499,109.025,-78.6863,437.405,101.632,-195.828,24.2407,75.57,-208.168,-8.4002,143.424,-51.9732,-23.8468,94.6787,40.9139,-23.0797,2.58333
4.01667,136.457,-112.255,1108.14,139.968,-85.2492,943.612,108.811,-78.9289,437.312,101.629,-195.81,24.2376,75.9629,-208.024,-8.25918,143.487,-51.9754,-23.7899,94.6861,40.9837,-22.9803,2.59167
4.025,136.31,-112.399,1108.13,140.532,-84.7392,943.461,109.265,-78.8182,437.516,101.606,-195.836,24.2546,75.7619,-208.216,-8.40777,143.483,-52.0287,-23.8512,94.7019,40.921,-23.0858,2.6
4.03333,136.318,-112.389,1108.2,140.827,-84.4135,943.556,109.117,-78.9658,437.458,101.63,-195.709,24.0936,75.6928,-208.225,-8.38375,143.517,-52.0416,-23.8399,94.729,40.8568,-23.0564,2.60833
4.04167,136.25,-112.403,1108.17,140.484,-84.624,943.525,109.429,-78.9216,437.575,101.634,-195.844,24.2481,75.6976,-208.183,-8.35049,143.5,-51.999,-23.8239,94.725,40.9191,-23.0338,2.61667
4.05,136.233,-112.342,1108.19,140.301,-84.6961,943.552,108.946,-79.2414,437.503,101.681,-195.925,24.2155,75.6772,-208.286,-8.48436,143.503,-52.0129,-23.7766,94.7403,40.9892,-22.9729,2.625
4.05833,136.286,-112.226,1108.21,140.254,-84.7283,943.589,109.318,-79.1383,437.508,101.661,-195.925,24.2257,75.6854,-208.187,-8.34834,143.45,-52.0487,-23.8673,94.7192,40.8866,-23.052,2.63333
4.06667,136.223,-112.257,1108.22,140.337,-84.6289,943.606,109.458,-79.1101,437.557,101.807,-196.061,24.3975,75.6775,-208.266,-8.39209,143.503,-52.0032,-23.8114,94.7671,40.9294,-23.0146,2.64167
4.075,136.163,-112.265,1108.21,140.06,-84.8016,943.571,109.14,-79.3515,437.415,101.649,-195.953,24.2388,75.6945,-208.216,-8.34459,143.59,-52.0077,-23.8643,94.7299,40.8821,-23.0853,2.65
4.08333,136.167,-112.258,1108.17,140.135,-84.6729,943.579,109.184,-79.3896,437.466,101.612,-195.927,24.1946,75.6038,-208.156,-8.4002,143.581,-52.0101,-23.7656,94.885,40.9382,-22.9307,2.65833
4.09167,136.061,-112.313,1108.17,140.285,-84.5483,943.643,109.505,-79.2123,437.611,101.642,-195.937,24.2805,75.633,-208.172,-8.452,143.598,-52.0697,-23.8948,94.6448,40.8245,-23.1209,2.66667
4.1,136.106,-112.298,1108.14,140.07,-84.6794,943.616,109.302,-79.3579,437.531,101.634,-195.944,24.2636,75.6603,-208.201,-8.421,143.603,-52.0585,-23.9254,94.7759,40.8763,-23.0632,2.675
4.10833,135.98,-112.405,1108.11,140.074,-84.665,943.667,109.349,-79.2912,437.592,101.602,-195.941,24.318,75.648,-208.193,-8.34775,143.611,-52.0348,-23.9097,94.7636,40.8713,-23.065,2.68333
4.11667,135.974,-112.428,1108.11,139.863,-84.8152,943.65,109.016,-79.4663,437.47,101.581,-195.928,24.2814,75.6374,-208.177,-8.41123,143.59,-52.0415,-23.8016,94.8135,40.97,-23.0137,2.69167
4.125,136.021,-112.428,1108.1,139.723,-85.16,943.553,108.968,-79.5481,437.422,101.48,-196.03,24.2024,75.6342,-208.2,-8.32748,143.606,-52.0409,-23.8861,94.7922,40.8642,-23.0808,2.7
4.13333,135.902,-112.49,1108.07,139.967,-84.6845,943.698,109.386,-79.2379,437.65,101.573,-195.958,24.3231,75.6316,-208.184,-8.39776,143.602,-52.0207,-23.7853,94.8141,40.9686,-23.0055,2.70833
4.14167,135.888,-112.535,1108.07,140.257,-83.8963,943.536,109.118,-79.37,437.586,101.477,-195.967,24.3168,75.6143,-208.183,-8.33219,143.642,-52.0611,-23.856,94.7938,41.0348,-23.1193,2.71667
4.15,135.898,-112.54,1108.06,139.79,-84.7776,943.705,109.105,-79.416,437.565,101.552,-195.934,24.3018,75.3994,-208.152,-8.49104,143.598,-52.0135,-23.8231,94.7898,41.0412,-22.9878,2.725
4.15833,135.888,-112.521,1108.05,139.2,-85.2432,943.829,109.266,-79.3316,437.651,101.577,-195.884,24.3835,75.8081,-207.991,-8.27384,143.62,-52.0083,-23.9348,94.7697,40.957,-23.0879,2.73333
4.16667,135.826,-112.539,1108.02,139.711,-84.7554,943.645,108.904,-79.5393,437.521,101.554,-195.924,24.3233,75.6325,-208.196,-8.42899,143.609,-52.0396,-23.9367,94.7782,40.9571,-23.0936,2.74167
4.175,135.797,-112.562,1108,140.296,-84.1672,943.794,109.111,-79.4382,437.626,101.566,-195.788,24.2662,75.5681,-208.201,-8.27873,143.621,-52.0376,-23.887,94.8097,40.9117,-23.0803,2.75
4.18333,135.722,-112.575,1107.97,139.521,-84.6761,943.596,109.044,-79.4539,437.62,101.633,-195.913,24.2803,75.5956,-208.18,-8.35687,143.637,-51.9899,-23.807,94.8132,41.0725,-22.9934,2.75833
4.19167,135.821,-112.418,1107.99,139.365,-84.7501,943.614,109.032,-79.4616,437.611,101.653,-195.955,24.2795,75.5558,-208.272,-8.36772,143.659,-52.0377,-23.8742,94.7806,40.9842,-23.0811,2.76667
4.2,135.626,-112.576,1107.92,139.313,-84.7754,943.641,109.134,-79.4865,437.678,101.629,-195.911,24.361,75.5831,-208.18,-8.37868,143.593,-52.0015,-23.8365,94.7626,41.0756,-23.002,2.775
4.20833,135.587,-112.541,1107.87,139.188,-84.7534,943.653,108.876,-79.6751,437.579,101.785,-196.075,24.4524,75.5467,-208.246,-8.24737,143.648,-52.0034,-23.9081,94.7649,40.995,-23.0858,2.78333
4.21667,135.548,-112.488,1107.85,139.087,-84.7134,943.666,108.694,-79.7792,437.486,101.54,-195.926,24.3149,75.5613,-208.135,-8.37982,143.694,-51.9789,-23.8374,94.7833,41.0439,-23.0566,2.79167
4.225,135.483,-112.554,1107.78,139.179,-84.6268,943.665,108.951,-79.7071,437.652,101.515,-195.882,24.3425,75.4897,-208.08,-8.34417,143.687,-52.0222,-23.9242,94.8586,40.9908,-23.0834,2.8
4.23333,135.405,-112.496,1107.75,138.999,-84.6911,943.675,108.715,-79.8553,437.547,101.558,-195.925,24.3056,75.5403,-208.14,-8.3819,143.666,-52.0179,-23.9161,94.6944,40.9309,-23.1652,2.80833
4.24167,135.257,-112.551,1107.72,139.029,-84.5733,943.626,109.098,-79.6881,437.76,101.554,-195.941,24.3725,75.5455,-208.106,-8.3338,143.631,-52.0329,-23.9176,94.8119,41.0092,-23.0774,2.81667
4.25,135.189,-112.546,1107.66,138.735,-84.6894,943.663,108.924,-79.7651,437.67,101.544,-195.944,24.3396,75.5493,-208.133,-8.38417,143.671,-51.9695,-23.8193,94.7869,41.0466,-22.9589,2.825
4.25833,135.199,-112.46,1107.66,138.71,-84.6841,943.621,108.847,-79.8356,437.644,101.524,-195.956,24.3393,75.5398,-208.135,-8.29482,143.655,-52.025,-23.9374,94.7903,40.9745,-23.0841,2.83333
4.26667,135.037,-112.512,1107.64,138.845,-84.5729,943.617,108.807,-79.9226,437.715,101.384,-196.015,24.323,75.5262,-208.139,-8.36402,143.637,-51.9628,-23.8447,94.8023,41.0242,-23.0653,2.84167
4.275,134.876,-112.526,1107.59,138.613,-84.6302,943.681,108.759,-79.9007,437.721,101.518,-195.963,24.3509,75.5174,-208.109,-8.28344,143.685,-52.0108,-23.8966,94.7881,41.0488,-23.1038,2.85
4.28333,134.962,-112.452,1107.59,138.395,-84.6278,943.634,108.705,-79.883,437.676,101.465,-195.979,24.3791,75.5241,-208.13,-8.36599,143.649,-51.9901,-23.832,94.8411,41.1868,-23.0857,2.85833
4.29167,134.769,-112.533,1107.58,138.616,-84.5516,943.694,108.884,-79.8842,437.822,101.524,-195.934,24.3919,75.1848,-207.992,-8.50987,143.669,-52.0192,-23.917,94.8054,40.9976,-23.1017,2.86667
4.3,134.787,-112.465,1107.55,138.223,-84.7355,943.759,108.647,-80.0644,437.761,101.538,-195.908,24.3879,75.7334,-207.975,-8.23378,143.709,-52.0165,-23.9454,94.7745,40.9825,-23.1125,2.875
4.30833,134.611,-112.521,1107.54,138.401,-84.5874,943.707,108.607,-80.1415,437.795,101.533,-195.965,24.4232,75.5658,-208.169,-8.32087,143.706,-51.9822,-23.9265,94.7765,41.0245,-23.0862,2.88333
4.31667,134.541,-112.513,1107.53,138.326,-84.6625,943.746,108.44,-80.262,437.726,101.541,-195.789,24.2627,75.4794,-208.15,-8.35186,143.672,-51.952,-23.8081,94.8121,41.0507,-23.0125,2.89167
4.325,134.48,-112.469,1107.48,138.099,-84.7074,943.704,108.398,-80.3406,437.71,101.552,-195.926,24.3329,75.4952,-208.13,-8.27372,143.678,-52.0194,-23.9114,94.8037,41.0296,-23.1203,2.9
4.33333,134.375,-112.412,1107.52,138.153,-84.5959,943.683,108.589,-80.2606,437.865,101.613,-196.007,24.3785,75.4779,-208.238,-8.40843,143.663,-51.9509,-23.825,94.7987,41.0639,-23.0246,2.90833
4.34167,134.183,-112.509,1107.45,138.016,-84.7227,943.701,108.589,-80.3065,437.837,101.552,-195.979,24.3602,75.4829,-208.108,-8.31044,143.716,-52.0266,-23.9148,94.7838,41.0097,-23.0846,2.91667
4.35,134.173,-112.464,1107.45,137.879,-84.7554,943.69,108.421,-80.3809,437.784,101.717,-196.11,24.5071,75.4379,-208.124,-8.36027,143.687,-51.9827,-23.8621,94.8036,41.0775,-22.9959,2.925
4.35833,134.041,-112.497,1107.44,137.882,-84.7016,943.72,108.585,-80.331,437.887,101.493,-195.967,24.4361,75.462,-208.103,-8.36503,143.645,-51.9895,-23.9483,94.8132,40.9986,-23.0939,2.93333
4.36667,134.082,-112.453,1107.37,137.695,-84.8384,943.662,108.114,-80.574,437.699,101.46,-195.938,24.358,75.4195,-208.067,-8.31884,143.683,-52.0097,-23.95,94.8623,40.9876,-23.1033,2.94167
4.375,133.867,-112.532,1107.4,137.707,-84.7941,943.718,108.46,-80.2928,437.866,101.461,-195.935,24.4031,75.4684,-208.122,-8.28183,143.704,-52.0169,-23.9117,94.7284,40.9455,-23.1704,2.95
4.38333,133.777,-112.548,1107.39,137.575,-84.9504,943.696,108.08,-80.4301,437.749,101.465,-195.925,24.3615,75.434,-208.117,-8.36831,143.704,-51.9714,-23.7812,94.8212,41.0878,-22.9966,2.95833
4.39167,133.749,-112.545,1107.34,137.498,-85.0757,943.709,108.183,-80.3287,437.811,101.46,-195.942,24.3795,75.4532,-208.102,-8.30388,143.684,-51.9851,-23.952,94.793,41.0229,-23.0746,2.96667
4.4,133.557,-112.641,1107.34,137.592,-84.9973,943.691,108.428,-80.0694,437.933,101.412,-195.918,24.4534,75.4184,-208.087,-8.37576,143.632,-51.9699,-23.8405,94.8298,41.077,-22.9824,2.975
4.40833,133.511,-112.65,1107.32,137.415,-85.2302,943.578,108.002,-80.3186,437.774,101.265,-196.019,24.3248,75.4345,-208.104,-8.27819,143.667,-52.004,-23.9313,94.8141,40.9899,-23.12,2.98333
4.41667,133.469,-112.657,1107.28,137.294,-85.2881,943.622,107.725,-80.2936,437.736,101.398,-195.948,24.4146,75.3933,-208.081,-8.34292,143.642,-52.0127,-23.8755,94.8274,41.0389,-23.0362,2.99167
4.425,133.343,-112.765,1107.29,137.244,-85.2086,943.628,108.192,-79.8998,437.871,101.267,-195.95,24.5092,75.3635,-208.075,-8.35413,143.717,-52.0123,-23.8966,94.8448,41.0867,-23.1512,3
4.43333,133.342,-112.772,1107.29,137.141,-85.4267,943.641,107.626,-80.2119,437.73,101.381,-195.927,24.4136,75.0927,-207.983,-8.54528,143.666,-52.0283,-23.8855,94.8042,41.0277,-23.0773,3.00833
4.44167,133.168,-112.856,1107.32,137.004,-85.4728,943.719,108.151,-79.8519,437.943,101.39,-195.868,24.5169,75.6553,-207.876,-8.16637,143.653,-52.0388,-23.8982,94.7718,41.0073,-23.0575,3.01667
4.45,133.128,-112.891,1107.34,137.065,-85.5385,943.612,107.657,-80.124,437.802,101.354,-195.906,24.4385,75.3859,-208.105,-8.39204,143.608,-51.9925,-23.8447,94.8212,41.0835,-22.9884,3.025
4.45833,133.131,-112.881,1107.35,137.231,-85.5483,943.66,107.41,-80.1508,437.734,101.336,-195.75,24.346,75.325,-208.1,-8.27479,143.625,-52.0292,-23.8932,94.8307,40.952,-23.0516,3.03333
4.46667,133.001,-112.948,1107.42,137.024,-85.6032,943.652,107.878,-79.9222,437.917,101.412,-195.882,24.486,75.3375,-208.052,-8.36527,143.593,-52.0452,-23.843,94.839,41.0742,-23.0152,3.04167
4.475,132.974,-112.904,1107.53,136.922,-85.7283,943.598,107.291,-80.1692,437.836,101.48,-195.952,24.4155,75.3215,-208.176,-8.31526,143.623,-52.0574,-23.9156,94.8067,41.016,-23.1178,3.05
